ID,PHASE,DOMAIN,REQUIREMENT,CURRENT_SOURCE,CURRENT_VALIDATION,CURRENT_EXTERNAL_GATE,CURRENT_IMPLEMENTATION_GAP,OWNER,FILES,DEPENDENCIES,IMPLEMENTATION_ACTION,TEST_ACTION,EVIDENCE_ACTION,FINAL_STATUS
PCA-FR-054,PCA-6,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-06 PCA-6,"android/app/src/main/java/org/pca/app/feature/youtube/ui/YouTubeModeActivity.kt, YouTubeModeLoader.kt (Writer73); ChildHomeScreen.kt YouTubeModeEntryCard; MainActivity.kt wiring; AndroidManifest.xml registration",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-060,PCA-7,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-07 PCA-7,android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt + platform/StandardLocationCapabilitySource.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-061,PCA-7,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-07 PCA-7,android/app/src/main/java/org/pca/app/runtime/location/LocationSampleStatus.kt (accuracy class/staleness modeled),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-062,PCA-7,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SECURITY_REVIEW,Gated: PRODUCTION_CRYPTO_SECURITY_REVIEW,WS-07 PCA-7,android/app/src/main/java/org/pca/app/runtime/sync/DeviceSessionManager.kt (heartbeat/session concept exists),PRODUCTION_CRYPTO_SECURITY_REVIEW,DEFERRED_EXTERNAL_GATE (PRODUCTION_CRYPTO_SECURITY_REVIEW),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-063,PCA-7,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (15 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-07 PCA-7,android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceEngine.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceMonitor.kt; backend/src/location/SafeZoneRepository.ts; backend/src/location/MySqlSafeZoneRepository.ts; backend/test/location/safeZoneRepository.test.mjs; backend/src/http/routes/parentAccountRoutes.ts; backend/src/location/SafeZonePolicyAuthorization.ts; backend/src/familyrbac/ParentActionAuthorizationService.ts; backend/src/familyrbac/UnavailableTrustSetRoleResolver.ts; backend/src/http/buildServer.ts; backend/src/main.ts; parent-web/src/pages/children/LocationPage.tsx; parent-web/src/api/real/realSafeZoneClient.ts; parent-web/src/api/safeZonePolicyAuthoring.ts; android/app/src/main/java/org/pca/app/runtime/location/geofence/SafeZoneRuntime.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceZoneStateStore.kt; parent-web/tests/unit/realSafeZoneClient.test.ts; parent-web/tests/unit/safeZonePolicyAuthoring.test.ts; android/app/src/main/java/org/pca/app/runtime/location/geofence/SafeZonePolicyReceiver.kt; backend/migrations/0020_parent_preferences_safe_zones.sql; backend/src/runtime-sync/DeviceSessionService.ts; backend/migrations/0026_browser_endpoint_registration.sql; backend/src/device/types.ts; backend/src/device/DeviceRepository.ts; backend/src/device/MySqlDeviceRepository.ts; backend/src/device/BrowserEndpointService.ts; backend/src/http/routes/browserEndpointRoutes.ts; backend/src/pairing/PairingService.ts; backend/src/http/routes/pairingRoutes.ts; backend/src/authz/types.ts; backend/src/authz/policy.ts,CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-064,PCA-7,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-07 PCA-7,android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt; android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt + persistence/entity/LocationPointEntity.kt (no ad/analytics consumer of location data found anywhere in the module),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-065,PCA-7,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-07 PCA-7,android/app/src/main/java/org/pca/app/persistence/retention/RetentionCutoffCalculator.kt (location retention distinct from/bounded by general retention),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-070,PCA-9,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-09 PCA-9,"android/app/src/main/java/org/pca/app/feature/prayer/calc/PrayerTimeCalculator.kt + SolarCalculator.kt (fully local calculation, no server dependency)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-071,PCA-9,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-09 PCA-9,android/app/src/main/java/org/pca/app/feature/prayer/model/PrayerName.kt (Fajr/Sunrise/Dhuhr/Asr/Maghrib/Isha),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-072,PCA-9,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-09 PCA-9,android/app/src/main/java/org/pca/app/feature/prayer/model/AsrMethod.kt + CalculationMethod.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-073,PCA-9,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-09 PCA-9,"android/app/src/main/java/org/pca/app/runtime/prayer/AlarmManagerPrayerScheduler.kt (exact alarm scheduling, unchanged) + PrayerReminderReceiver.kt (new: posts a real NotificationCompat notification, records delivery) + PrayerReminderIntents.kt (shared action-string contract); AndroidManifest.xml:124-130 (receiver registered exported=false with matching intent-filter action org.pca.app.action.PRAYER_REMINDER)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-074,PCA-9,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-09 PCA-9,"android/app/src/main/java/org/pca/app/feature/prayer/calc/PrayerTimeCalculator.kt (uses last known location/timezone, no network call)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-074A,PCA-9,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-09 PCA-9,android/app/src/main/java/org/pca/app/feature/prayer/location/PrayerLocationStalenessDetector.kt; android/app/src/main/java/org/pca/app/runtime/prayer/PrayerLocationStalenessNotificationDelivery.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; android/app/src/main/res/values/strings.xml; android/app/src/main/res/values-ar/strings.xml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-080,PCA-13,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (6 evidence paths); no real-device/provider/UAT acceptance,CAMERA_REAL_DEVICE_VALIDATION,,WS-13 PCA-13,android/app/src/main/java/org/pca/app/platform/UsageAccessStateTracker.kt; android/app/src/main/java/org/pca/app/platform/StandardVpnCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/VpnCapabilityStateTracker.kt; android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/CameraPermissionStateTracker.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; android/app/src/main/java/org/pca/app/runtime/tamper/CameraDegradationMonitor.kt,CAMERA_REAL_DEVICE_VALIDATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-081,PCA-13,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE,,WS-13 PCA-13,"android/app/src/main/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitor.kt (new: transition-debounced REVOKED/DEGRADED handler) wired in PcaAppGraph.kt:167,173 to org/pca/app/platform/UsageAccessAlertNotificationDelivery.kt (real notification delivery, not the wellbeing pipeline this audit's predecessor flagged as the only wired mechanism); android/app/src/main/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitor.kt; android/app/src/main/java/org/pca/app/platform/UsageAccessAlertNotificationDelivery.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt",PRODUCTION_CRYPTO_SUITE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-082,PCA-13,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,PENDING_OWNER_DECISION,Gated: PENDING_OWNER_DECISION,WS-13 PCA-13,android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt (interface only queries state); android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/StandardDevicePolicyCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/ProtectedModeProvisioningGate.kt,PENDING_OWNER_DECISION,DEFERRED_EXTERNAL_GATE (PENDING_OWNER_DECISION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-083,PCA-13,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,REQUIRES_ENTITLEMENT,,WS-13 PCA-13,ios/PCA/FamilyControls/ChildAuthorizationCenter.swift,REQUIRES_ENTITLEMENT,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-084,PCA-13,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (5 evidence paths); no real-device/provider/UAT acceptance,DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,,WS-13 PCA-13,android/app/src/main/java/org/pca/app/security/ui/AdminSecurityActivity.kt; android/app/src/main/java/org/pca/app/security/Pbkdf2AdminPinVerifier.kt; android/app/src/main/java/org/pca/app/security/RealBiometricAuthGate.kt; android/app/src/main/java/org/pca/app/feature/removaldecision/ui/RemovalDecisionScreen.kt; android/app/src/main/AndroidManifest.xml; android/app/src/main/java/org/pca/app/MainActivity.kt; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt,DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-085,PCA-13,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE,,WS-13 PCA-13,backend/src/tamper/TamperEventLedger.ts; backend/src/tamper/TamperStateEngine.ts; backend/src/tamper/policy.ts; android/app/src/main/java/org/pca/app/runtime/tamper/WallClockRollbackMonitor.kt; android/app/src/main/java/org/pca/app/runtime/tamper/DevicePolicyDegradationMonitor.kt; android/app/src/main/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitor.kt; android/app/src/main/java/org/pca/app/runtime/tamper/CameraDegradationMonitor.kt; android/app/src/main/java/org/pca/app/runtime/tamper/VpnDegradationMonitor.kt; android/app/src/main/java/org/pca/app/persistence/repository/TamperEventRepository.kt,PRODUCTION_CRYPTO_SUITE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-090,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,parent-web/src/pages/Dashboard.tsx:47-90; backend/src/parentpanel/DashboardAggregatorService.ts,PRODUCTION_CRYPTO_SUITE (per notes),NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-091,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE,,WS-10 PCA-10,parent-web/src/pages/children/LocationPage.tsx; parent-web/src/api/interfaces.ts; parent-web/src/api/safeZonePolicyAuthoring.ts; parent-web/src/api/client.ts; parent-web/src/api/real/realSafeZoneClient.ts; backend/src/http/routes/parentAccountRoutes.ts; backend/src/location/SafeZonePolicyAuthorization.ts; backend/src/runtime-sync/DeviceSessionService.ts,PRODUCTION_CRYPTO_SUITE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-092,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,parent-web/src/pages/children/ActivityTimelinePage.tsx; parent-web/src/App.tsx:59-84; parent-web/src/nav/navConfig.ts:76-77,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-093,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,parent-web/src/pages/privacy/Retention.tsx | parent-web/src/domain/retention.ts | backend/src/http/routes/retentionRoutes.ts | parent-web/src/api/real/realRetentionClient.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-094,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,backend/src/parentaccount/ParentPreferenceRepository.ts; backend/src/parentaccount/MySqlParentPreferenceRepository.ts; backend/src/http/routes/parentAccountRoutes.ts; backend/migrations/0020_parent_preferences_safe_zones.sql; parent-web/src/pages/Notifications.tsx; parent-web/src/api/real/realParentPreferencesClient.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-095,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,"backend/src/familyrbac/** (role resolver, permission matrix, ParentActionAuthorizationService); backend/src/http/routes/familyRbacRoutes.ts (if present) / familyCommercialRoutes.ts role gating",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-096,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,parent-web/src/pages/privacy/Transparency.tsx; parent-web/src/App.tsx:117; parent-web/src/nav/navConfig.ts:42-44,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-100,PCA-12,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,backend/src/retention/policy.ts (validateRetentionPolicy against 14d/1/3/6/9-month option set),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-101,PCA-12,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,backend/src/retention/policy.ts | backend/src/http/routes/retentionRoutes.ts | parent-web/src/pages/privacy/Retention.tsx,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-102,PCA-12,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,backend/src/retention/engine.ts | backend/src/http/routes/retentionRoutes.ts | parent-web/src/pages/privacy/Retention.tsx | parent-web/src/domain/retention.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-103,PCA-12,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,android/app/src/main/java/org/pca/app/feature/settings/data/DeleteNowUseCase.kt + persistence/retention/DeleteNowCoordinator.kt + feature/settings/ui/DeleteNowScreen.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-104,PCA-12,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SECURITY_REVIEW,Gated: PRODUCTION_CRYPTO_SECURITY_REVIEW,WS-12 PCA-12,android/app/src/main/java/org/pca/app/persistence/retention/DeleteNowCoordinator.kt + sync/SyncOutboxRepository.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionMaintenanceCycle.kt,PRODUCTION_CRYPTO_SECURITY_REVIEW,same as PCA-DATA-024,same,matrix notes/evidence updated this pass,PARTIAL
PCA-FR-105,PCA-12,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionMaintenanceCycle.kt; android/app/src/main/java/org/pca/app/runtime/background/RetentionMaintenanceWorker.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-110,PCA-16,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-16 PCA-16,"parent-web/src/i18n/locales/en.json (593 lines / 477 flattened keys) | parent-web/src/i18n/index.ts (fallbackLng: 'en', supportedLngs ['en','ar'], LTR is the non-RTL default via applyDocumentDirection) | platform-admin-web/src/i18n/locales/en.json (499 lines / 417 flattened keys) | platform-admin-web/src/i18n/index.ts (identical pattern)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
